Type, Size, Evals, GPop, Time, GPop_sec, L1, L2, L3, Cache_misses, Misses_GPop
MIMD, 100, 10000, 20537400, 0.005134, 4000272691.858201, 13440, 13172, 1, 26613, 0.001296
MIMD, 100, 10000, 20358800, 0.005110, 3984109589.041096, 13380, 13017, 1, 26398, 0.001297
MIMD, 100, 10000, 20374400, 0.005109, 3987942845.958113, 13407, 13074, 0, 26481, 0.001300
MIMD, 100, 10000, 20187000, 0.005047, 3999801862.492570, 13346, 12921, 1, 26268, 0.001301
MIMD, 500, 100, 884000, 0.000175, 5051428571.428572, 12033, 1105, 0, 13138, 0.014862
MIMD, 500, 100, 879000, 0.000168, 5232142857.142858, 12446, 1172, 4, 13622, 0.015497
MIMD, 500, 100, 785000, 0.000163, 4815950920.245399, 10874, 1251, 0, 12125, 0.015446
MIMD, 500, 100, 945000, 0.000179, 5279329608.938548, 13908, 1175, 0, 15083, 0.015961
MIMD, 500, 100, 997000, 0.000196, 5086734693.877551, 13771, 1131, 0, 14902, 0.014947
MIMD, 500, 500, 4931000, 0.000829, 5948130277.442702, 65493, 1630, 0, 67123, 0.013612
MIMD, 500, 500, 5146000, 0.000859, 5990686845.168801, 70105, 1777, 0, 71882, 0.013969
MIMD, 500, 500, 5518000, 0.000916, 6024017467.248909, 75819, 1763, 0, 77582, 0.014060
MIMD, 500, 500, 4663000, 0.000784, 5947704081.632653, 62714, 1645, 0, 64359, 0.013802
MIMD, 500, 500, 5622000, 0.000933, 6025723472.668811, 74061, 1677, 0, 75738, 0.013472
MIMD, 500, 1000, 10174000, 0.001667, 6103179364.127175, 130531, 2298, 0, 132829, 0.013056
MIMD, 500, 1000, 9703000, 0.001583, 6129500947.567909, 124627, 2270, 0, 126897, 0.013078
MIMD, 500, 1000, 10521000, 0.001713, 6141856392.294221, 134542, 2335, 0, 136877, 0.013010
MIMD, 500, 1000, 10649000, 0.001738, 6127157652.474109, 134107, 2265, 0, 136372, 0.012806
MIMD, 500, 1000, 10296000, 0.001671, 6161579892.280072, 130732, 2229, 0, 132961, 0.012914
MIMD, 500, 5000, 51167000, 0.006853, 7466365095.578579, 658846, 7541, 2, 666389, 0.013024
MIMD, 500, 5000, 50663000, 0.006783, 7469113961.374023, 656367, 7581, 3, 663951, 0.013105
MIMD, 500, 5000, 50389000, 0.006762, 7451789411.416740, 640064, 7491, 1, 647556, 0.012851
MIMD, 500, 5000, 51438000, 0.006863, 7494973043.858372, 661154, 7459, 3, 668616, 0.012998
MIMD, 500, 5000, 49359000, 0.006597, 7482037289.677127, 639949, 7393, 2, 647344, 0.013115
MIMD, 500, 10000, 101268000, 0.013546, 7475860032.481914, 1318532, 14307, 11, 1332850, 0.013162
MIMD, 500, 10000, 99785000, 0.013355, 7471733433.171098, 1291771, 14286, 8, 1306065, 0.013089
MIMD, 500, 10000, 101886000, 0.013624, 7478420434.527306, 1291521, 13892, 14, 1305427, 0.012813
MIMD, 500, 10000, 100056000, 0.013385, 7475233470.302578, 1287699, 14480, 2, 1302181, 0.013015
MIMD, 500, 10000, 100166000, 0.013408, 7470614558.472554, 1280701, 14403, 1, 1295105, 0.012930
MIMD, 1000, 100, 1808000, 0.000270, 6696296296.296296, 79582, 1768, 0, 81350, 0.044994
MIMD, 1000, 100, 1866000, 0.000282, 6617021276.595745, 79446, 1877, 0, 81323, 0.043581
MIMD, 1000, 100, 2072000, 0.000314, 6598726114.649682, 89245, 2385, 0, 91630, 0.044223
MIMD, 1000, 100, 1660000, 0.000252, 6587301587.301587, 69065, 1836, 0, 70901, 0.042711
MIMD, 1000, 100, 2254000, 0.000333, 6768768768.768769, 94044, 1996, 0, 96040, 0.042609
MIMD, 1000, 500, 11152000, 0.001533, 7274624918.460536, 474371, 2796, 0, 477167, 0.042788
MIMD, 1000, 500, 9694000, 0.001355, 7154243542.435425, 417356, 2641, 0, 419997, 0.043325
MIMD, 1000, 500, 10740000, 0.001492, 7198391420.911529, 467345, 2586, 0, 469931, 0.043755
MIMD, 1000, 500, 10626000, 0.001469, 7233492171.545269, 453550, 2633, 0, 456183, 0.042931
MIMD, 1000, 500, 10478000, 0.001459, 7181631254.283756, 452306, 3101, 0, 455407, 0.043463
MIMD, 1000, 1000, 20282000, 0.002767, 7329960245.753524, 861519, 3531, 0, 865050, 0.042651
MIMD, 1000, 1000, 20120000, 0.002760, 7289855072.463768, 873008, 3636, 2, 876646, 0.043571
MIMD, 1000, 1000, 21422000, 0.002943, 7278967040.434931, 919101, 4375, 1, 923477, 0.043109
MIMD, 1000, 1000, 18396000, 0.002540, 7242519685.039371, 803736, 8433, 0, 812169, 0.044149
MIMD, 1000, 1000, 20058000, 0.002727, 7355335533.553356, 860380, 3242, 2, 863624, 0.043056
MIMD, 1000, 5000, 102948000, 0.013927, 7391972427.658505, 4421779, 9549, 1, 4431329, 0.043044
MIMD, 1000, 5000, 104134000, 0.014045, 7414311142.755429, 4506279, 9236, 4, 4515519, 0.043363
MIMD, 1000, 5000, 101254000, 0.013706, 7387567488.691085, 4357760, 9493, 4, 4367257, 0.043132
MIMD, 1000, 5000, 100368000, 0.013580, 7390868924.889544, 4323148, 9985, 1, 4333134, 0.043172
MIMD, 1000, 5000, 101802000, 0.013778, 7388735665.553782, 4371382, 9788, 1, 4381171, 0.043036
MIMD, 1000, 10000, 197060000, 0.026667, 7389657629.279634, 8460015, 18644, 10, 8478669, 0.043026
MIMD, 1000, 10000, 206340000, 0.027940, 7385110952.040086, 8887722, 17759, 5, 8905486, 0.043159
MIMD, 1000, 10000, 200796000, 0.027094, 7411087325.607145, 8608482, 15947, 5, 8624434, 0.042951
MIMD, 1000, 10000, 204648000, 0.027742, 7376829356.210800, 8783647, 18948, 4, 8802599, 0.043013
MIMD, 1000, 10000, 202072000, 0.027360, 7385672514.619884, 8721656, 16479, 8, 8738143, 0.043243
MIMD, 5000, 100, 9530000, 0.002087, 4566363200.766651, 1116442, 283659, 0, 1400101, 0.146915
MIMD, 5000, 100, 8680000, 0.001899, 4570826750.921538, 1022146, 232836, 0, 1254982, 0.144583
MIMD, 5000, 100, 9900000, 0.002159, 4585456229.735990, 1155276, 289325, 0, 1444601, 0.145919
MIMD, 5000, 100, 10120000, 0.002180, 4642201834.862385, 1179387, 245944, 0, 1425331, 0.140843
MIMD, 5000, 100, 10560000, 0.002300, 4591304347.826087, 1228046, 297815, 0, 1525861, 0.144494
MIMD, 5000, 500, 47590000, 0.010113, 4705824186.690399, 5580417, 1355813, 1, 6936231, 0.145750
MIMD, 5000, 500, 49600000, 0.010431, 4755057041.510881, 5799510, 1332465, 0, 7131975, 0.143790
MIMD, 5000, 500, 56710000, 0.011894, 4767950227.005213, 6581207, 1486292, 1, 8067500, 0.142259
MIMD, 5000, 500, 49740000, 0.010566, 4707552526.973311, 5817063, 1378288, 3, 7195354, 0.144659
MIMD, 5000, 500, 48300000, 0.010347, 4668019715.859670, 5653107, 1450089, 0, 7103196, 0.147064
MIMD, 5000, 1000, 96840000, 0.020324, 4764810076.756544, 11342530, 2525484, 2, 13868016, 0.143205
MIMD, 5000, 1000, 103000000, 0.030914, 3331823769.166074, 12017491, 3015722, 4, 15033217, 0.145954
MIMD, 5000, 1000, 99010000, 0.033320, 2971488595.438176, 11573299, 2646977, 0, 14220276, 0.143625
MIMD, 5000, 1000, 100550000, 0.026010, 3865820838.139177, 11752687, 2474478, 1, 14227166, 0.141493
MIMD, 5000, 1000, 105420000, 0.021995, 4792907478.972493, 12274445, 2628111, 1, 14902557, 0.141364
MIMD, 5000, 5000, 502000000, 0.104066, 4823861780.024216, 58625348, 12538461, 5, 71163814, 0.141761
MIMD, 5000, 5000, 519180000, 0.107629, 4823792843.936114, 60560746, 13325634, 5, 73886385, 0.142314
MIMD, 5000, 5000, 499140000, 0.103023, 4844937538.219622, 58335461, 11869467, 1, 70204929, 0.140652
MIMD, 5000, 5000, 508640000, 0.105206, 4834705244.948007, 59371522, 12639022, 1, 72010545, 0.141575
MIMD, 5000, 5000, 506380000, 0.105045, 4820600694.940264, 59105288, 12992828, 1, 72098117, 0.142379
MIMD, 5000, 10000, 1018010000, 0.211751, 4807580601.744502, 118787438, 26345423, 4, 145132865, 0.142565
MIMD, 5000, 10000, 1001180000, 0.210798, 4749475801.478192, 117003701, 28066709, 7, 145070417, 0.144899
MIMD, 5000, 10000, 1007100000, 0.208907, 4820805430.167491, 117692338, 24760315, 2, 142452655, 0.141448
MIMD, 5000, 10000, 1004320000, 0.208694, 4812404764.871056, 117369788, 24512651, 13, 141882452, 0.141272
MIMD, 5000, 10000, 1010660000, 0.211299, 4783079900.993380, 118046831, 26955565, 0, 145002396, 0.143473
MIMD, 10000, 100, 20880000, 0.005078, 4111855061.047657, 2418277, 1198788, 0, 3617065, 0.173231
MIMD, 10000, 100, 20500000, 0.004969, 4125578587.240894, 2383772, 1174207, 1, 3557980, 0.173560
MIMD, 10000, 100, 23420000, 0.005563, 4209958655.401762, 2691418, 1291451, 2, 3982871, 0.170063
MIMD, 10000, 100, 13540000, 0.003420, 3959064327.485380, 1616698, 781487, 0, 2398185, 0.177119
MIMD, 10000, 100, 21880000, 0.005385, 4063138347.260910, 2526504, 1308577, 0, 3835081, 0.175278
MIMD, 10000, 500, 96360000, 0.022844, 4218175450.884258, 11248083, 5380353, 0, 16628436, 0.172566
MIMD, 10000, 500, 100860000, 0.023848, 4229285474.672929, 11718744, 5664427, 0, 17383171, 0.172350
MIMD, 10000, 500, 105600000, 0.025220, 4187153053.132435, 12226627, 6130090, 1, 18356718, 0.173833
MIMD, 10000, 500, 99380000, 0.023615, 4208342155.409697, 11558989, 5665940, 0, 17224929, 0.173324
MIMD, 10000, 500, 93340000, 0.022280, 4189407540.394973, 10893691, 5376669, 0, 16270360, 0.174313
MIMD, 10000, 1000, 198040000, 0.047245, 4191766324.478781, 23026730, 11592214, 0, 34618944, 0.174808
MIMD, 10000, 1000, 201340000, 0.047600, 4229831932.773109, 23393212, 11309231, 0, 34702443, 0.172357
MIMD, 10000, 1000, 208100000, 0.049485, 4205314741.840962, 24152009, 11794572, 0, 35946581, 0.172737
MIMD, 10000, 1000, 208820000, 0.049233, 4241464058.659842, 24230989, 11717220, 0, 35948209, 0.172149
MIMD, 10000, 1000, 201660000, 0.047537, 4242169257.630898, 23450829, 11227965, 0, 34678794, 0.171967
MIMD, 10000, 5000, 1001080000, 0.235908, 4243518659.816539, 116479272, 56221095, 5, 172700372, 0.172514
MIMD, 10000, 5000, 1003360000, 0.239395, 4191232064.161741, 116774511, 58456362, 0, 175230873, 0.174644
MIMD, 10000, 5000, 1025600000, 0.246698, 4157309747.140228, 119181040, 61053674, 0, 180234714, 0.175736
MIMD, 10000, 5000, 992520000, 0.233040, 4259011328.527291, 115559823, 54790780, 2, 170350605, 0.171634
MIMD, 10000, 5000, 986620000, 0.231137, 4268550686.389458, 114952564, 53892662, 3, 168845229, 0.171135
MIMD, 10000, 10000, 2037280000, 0.482029, 4226467702.150701, 236843073, 115531270, 6, 352374349, 0.172963
MIMD, 10000, 10000, 1991000000, 0.472400, 4214648602.878916, 231767503, 113966590, 4, 345734097, 0.173648
MIMD, 10000, 10000, 2056880000, 0.487230, 4221579131.005890, 238955457, 117891172, 1, 356846630, 0.173489
MIMD, 10000, 10000, 2009480000, 0.475952, 4222022388.812317, 233764087, 115139195, 7, 348903289, 0.173629
MIMD, 10000, 10000, 2009980000, 0.473085, 4248665673.187694, 233847896, 112286814, 0, 346134710, 0.172208
MIMD, 50000, 100, 109900000, 0.034665, 3170344728.111928, 12611951, 12657475, 19, 25269445, 0.229931
MIMD, 50000, 100, 94000000, 0.029610, 3174603174.603175, 10861563, 10885884, 5, 21747452, 0.231356
MIMD, 50000, 100, 110600000, 0.034780, 3179988499.137435, 12706319, 12806791, 10, 25513120, 0.230679
MIMD, 50000, 100, 116700000, 0.048470, 2407674850.422942, 13325124, 13463303, 3, 26788430, 0.229550
MIMD, 50000, 100, 95000000, 0.043073, 2205558006.175562, 10996910, 11119635, 0, 22116545, 0.232806
MIMD, 50000, 500, 442900000, 0.139579, 3173113433.969294, 51533204, 51949758, 5, 103482967, 0.233649
MIMD, 50000, 500, 502800000, 0.158318, 3175886506.903827, 58095187, 58856658, 23481, 116975326, 0.232648
MIMD, 50000, 500, 498100000, 0.154992, 3213714256.219676, 57596818, 57893087, 21, 115489926, 0.231861
MIMD, 50000, 500, 476500000, 0.148918, 3199747512.053614, 55216627, 55757016, 44, 110973687, 0.232893
MIMD, 50000, 500, 507200000, 0.157926, 3211630763.775439, 58647035, 59040732, 8, 117687775, 0.232034
MIMD, 50000, 1000, 1014600000, 0.315222, 3218683975.103261, 117212891, 118306947, 14, 235519852, 0.232131
MIMD, 50000, 1000, 980300000, 0.305036, 3213719036.441601, 113439024, 114521878, 6, 227960908, 0.232542
MIMD, 50000, 1000, 1066900000, 0.330480, 3228334543.694021, 122837234, 124118977, 3, 246956214, 0.231471
MIMD, 50000, 1000, 942100000, 0.293535, 3209498015.568842, 109277426, 110200804, 6, 219478236, 0.232967
MIMD, 50000, 1000, 984700000, 0.305935, 3218657557.978002, 113921977, 114851399, 3, 228773379, 0.232328
MIMD, 50000, 5000, 4864000000, 1.513386, 3213985063.955924, 563515979, 569264213, 21, 1132780213, 0.232891
MIMD, 50000, 5000, 5015900000, 1.555521, 3224578774.571350, 579557342, 584778866, 11, 1164336219, 0.232129
MIMD, 50000, 5000, 5070300000, 1.574113, 3221052109.981939, 585807290, 592068001, 17, 1177875308, 0.232309
MIMD, 50000, 5000, 4903100000, 1.521256, 3223060418.496295, 567663494, 571196344, 12, 1138859850, 0.232273
MIMD, 50000, 5000, 5268400000, 1.628875, 3234379556.442330, 607177332, 611391095, 17, 1218568444, 0.231298
MIMD, 50000, 10000, 10249700000, 3.179149, 3224038885.877951, 1183027464, 1195780502, 4253, 2378812219, 0.232086
MIMD, 50000, 10000, 9951300000, 3.174537, 3134724843.339359, 1151119870, 1160891449, 273, 2312011592, 0.232333
MIMD, 50000, 10000, 9968200000, 3.114635, 3200439216.794263, 1152437263, 1162915873, 38, 2315353174, 0.232274
MIMD, 50000, 10000, 10032400000, 3.134450, 3200689116.112875, 1159741571, 1170371536, 44, 2330113151, 0.232259
MIMD, 50000, 10000, 10167300000, 3.174619, 3202683534.622580, 1174492215, 1184702546, 20, 2359194781, 0.232037
MIMD, 100000, 100, 188800000, 0.059967, 3148398285.723815, 21802034, 22159652, 213, 43961899, 0.232849
MIMD, 100000, 100, 210400000, 0.083668, 2514700960.940862, 24217227, 24700850, 10, 48918087, 0.232500
MIMD, 100000, 100, 217400000, 0.079399, 2738069748.989282, 25024316, 25493748, 8, 50518072, 0.232374
MIMD, 100000, 100, 183800000, 0.067618, 2718211127.214647, 21283615, 21682696, 14, 42966325, 0.233767
MIMD, 100000, 100, 223000000, 0.081131, 2748641086.637660, 25562262, 26045552, 12, 51607826, 0.231425
MIMD, 100000, 500, 1066800000, 0.342786, 3112145770.247326, 122860391, 124933575, 20, 247793986, 0.232278
MIMD, 100000, 500, 982400000, 0.306607, 3204101667.607068, 113510139, 115379921, 5, 228890065, 0.232991
MIMD, 100000, 500, 1020800000, 0.318191, 3208135993.789894, 117736876, 119669689, 20, 237406585, 0.232569
MIMD, 100000, 500, 1081800000, 0.336441, 3215422614.960721, 124420250, 126469617, 7, 250889874, 0.231919
MIMD, 100000, 500, 933400000, 0.292281, 3193502143.485208, 108221787, 109994760, 8, 218216555, 0.233787
MIMD, 100000, 1000, 2023200000, 0.630721, 3207757471.211518, 233741596, 237588695, 14, 471330305, 0.232963
MIMD, 100000, 1000, 2130400000, 0.662512, 3215639867.655228, 245269831, 249305525, 5, 494575361, 0.232151
MIMD, 100000, 1000, 1949200000, 0.607937, 3206253279.533899, 225277459, 228990465, 60, 454267984, 0.233054
MIMD, 100000, 1000, 1907200000, 0.595811, 3201015086.999065, 220936935, 224580846, 8, 445517789, 0.233598
MIMD, 100000, 1000, 1969000000, 0.614742, 3202969701.110384, 227773098, 231498260, 5, 459271363, 0.233251
MIMD, 100000, 5000, 10036600000, 3.124829, 3211887754.497926, 1158922299, 1177980894, 48, 2336903241, 0.232838
MIMD, 100000, 5000, 10195000000, 3.255121, 3131988027.480392, 1176580375, 1195930639, 48, 2372511062, 0.232713
MIMD, 100000, 5000, 10225200000, 3.273193, 3123922115.194551, 1179663643, 1198971318, 39, 2378635000, 0.232625
MIMD, 100000, 5000, 9899800000, 3.192823, 3100641657.868288, 1145276832, 1164121975, 33, 2309398840, 0.233277
MIMD, 100000, 5000, 10113600000, 3.166556, 3193880038.755039, 1167652223, 1186634667, 27, 2354286917, 0.232784
MIMD, 100000, 10000, 20460400000, 6.473927, 3160431064.483736, 2360196222, 2399236525, 124, 4759432871, 0.232617
MIMD, 100000, 10000, 20437400000, 6.461745, 3162829854.783809, 2358373089, 2397168802, 29, 4755541920, 0.232688
MIMD, 100000, 10000, 20395800000, 6.382919, 3195371898.029726, 2354018795, 2392495803, 55, 4746514653, 0.232720
MIMD, 100000, 10000, 20016800000, 6.271148, 3191887673.516875, 2313520134, 2351263611, 48, 4664783793, 0.233043
MIMD, 100000, 10000, 19888800000, 6.303507, 3155195988.518772, 2299196971, 2337188541, 23172, 4636408684, 0.233117
MIMD, 500000, 100, 1099000000, 0.421575, 2606890826.068908, 126080704, 129111569, 5084915, 260277188, 0.236831
MIMD, 500000, 100, 986000000, 0.378674, 2603822813.290587, 113765243, 116498056, 4536061, 234799360, 0.238133
MIMD, 500000, 100, 1147000000, 0.378427, 3030967663.512382, 131206970, 134352387, 4686663, 270246020, 0.235611
MIMD, 500000, 100, 1235000000, 0.409089, 3018902977.102782, 141145816, 144604748, 5332029, 291082593, 0.235694
MIMD, 500000, 100, 858000000, 0.286152, 2998406441.331880, 100293207, 102565333, 3114135, 205972675, 0.240061
MIMD, 500000, 500, 5033000000, 1.662036, 3028213588.634663, 580149072, 594457899, 22860561, 1197467532, 0.237923
MIMD, 500000, 500, 5069000000, 1.667566, 3039759745.641252, 584836194, 598820712, 21039957, 1204696863, 0.237660
MIMD, 500000, 500, 4428000000, 1.474447, 3003159828.735791, 515071703, 527765835, 20493510, 1063331048, 0.240138
MIMD, 500000, 500, 5168000000, 1.712886, 3017130153.436948, 595438907, 610325683, 24911678, 1230676268, 0.238134
MIMD, 500000, 500, 5066000000, 1.667052, 3038897406.919520, 584117653, 598154679, 21698868, 1203971200, 0.237657
MIMD, 500000, 1000, 10205000000, 3.362023, 3035374832.355401, 1176373386, 1205072368, 45519840, 2426965594, 0.237821
MIMD, 500000, 1000, 10148000000, 3.420957, 2966421384.425469, 1170188410, 1198455278, 44424869, 2413068557, 0.237788
MIMD, 500000, 1000, 10269000000, 3.403859, 3016869970.230847, 1182692120, 1211729782, 46320243, 2440742145, 0.237681
MIMD, 500000, 1000, 9878000000, 3.353232, 2945814664.777146, 1140739381, 1169065825, 46729164, 2356534370, 0.238564
MIMD, 500000, 1000, 9916000000, 3.351053, 2959069880.422661, 1146585046, 1174344181, 41889126, 2362818353, 0.238283
MIMD, 500000, 5000, 50808000000, 16.856632, 3014125241.625967, 5859473229, 6005161182, 228654899, 12093289310, 0.238019
MIMD, 500000, 5000, 50832000000, 16.803604, 3025065337.174097, 5862228245, 6005435384, 216560507, 12084224136, 0.237729
MIMD, 500000, 5000, 50372000000, 16.669313, 3021840192.214281, 5810965663, 5953744026, 215529097, 11980238786, 0.237835
MIMD, 500000, 5000, 50622000000, 16.749614, 3022278602.957657, 5840987961, 5983007847, 219361656, 12043357464, 0.237908
MIMD, 500000, 5000, 50751000000, 16.922862, 2998960814.075066, 5853061073, 5997672447, 230000388, 12080733908, 0.238039
MIMD, 500000, 10000, 101048000000, 33.445456, 3021277389.669915, 11660511825, 11941089865, 426723132, 24028324822, 0.237791
MIMD, 500000, 10000, 100807000000, 33.456371, 3013088299.385489, 11630686468, 11918051401, 455330104, 24004067973, 0.238119
MIMD, 500000, 10000, 99680000000, 32.936007, 3026474945.794128, 11509210066, 11788129267, 417289830, 23714629163, 0.237908
MIMD, 500000, 10000, 103001000000, 34.056200, 3024441951.832560, 11864612224, 12153408777, 446406351, 24464427352, 0.237516
MIMD, 500000, 10000, 99108000000, 32.763731, 3024930219.333079, 11444485499, 11719534806, 416033133, 23580053438, 0.237923
MIMD, 1000000, 100, 2184000000, 0.954514, 2288075397.532147, 251134088, 272379036, 63165520, 586678644, 0.268626
MIMD, 1000000, 100, 1912000000, 0.887910, 2153371400.254530, 221754208, 239056957, 59352057, 520163222, 0.272052
MIMD, 1000000, 100, 1720000000, 0.770060, 2233592187.621744, 201064012, 218458562, 52704975, 472227549, 0.274551
MIMD, 1000000, 100, 2154000000, 0.949009, 2269736114.199128, 247819607, 269307193, 65708848, 582835648, 0.270583
MIMD, 1000000, 100, 2140000000, 0.940523, 2275329789.914760, 245698300, 266836693, 64916225, 577451218, 0.269837
MIMD, 1000000, 500, 9946000000, 4.367406, 2277324343.099771, 1147762128, 1247967367, 304837984, 2700567479, 0.271523
MIMD, 1000000, 500, 10506000000, 4.646329, 2261139923.582682, 1209824123, 1313785823, 318279472, 2841889418, 0.270502
MIMD, 1000000, 500, 10272000000, 4.511347, 2276925273.094710, 1185231376, 1288055320, 308564430, 2781851126, 0.270819
MIMD, 1000000, 500, 10242000000, 4.485973, 2283116728.522441, 1181568112, 1283475544, 303968969, 2769012625, 0.270359
MIMD, 1000000, 500, 9728000000, 4.249881, 2289005268.618109, 1124037205, 1219919005, 285598327, 2629554537, 0.270308
MIMD, 1000000, 1000, 19230000000, 8.442510, 2277758628.654274, 2224683964, 2416843907, 579330657, 5220858528, 0.271496
MIMD, 1000000, 1000, 19928000000, 8.751192, 2277175497.920741, 2302464797, 2502080023, 600021981, 5404566801, 0.271205
MIMD, 1000000, 1000, 20206000000, 8.879884, 2275480175.191478, 2330911254, 2535394153, 610832112, 5477137519, 0.271065
MIMD, 1000000, 1000, 21052000000, 9.210115, 2285747789.251274, 2420735952, 2631615427, 632644246, 5684995625, 0.270045
MIMD, 1000000, 1000, 20226000000, 8.864855, 2281594002.383570, 2332533458, 2535904723, 606099998, 5474538179, 0.270668
MIMD, 1000000, 5000, 105002000000, 45.805039, 2292367876.818094, 12086064092, 13127682099, 3129914084, 28343660275, 0.269934
MIMD, 1000000, 5000, 98724000000, 43.401789, 2274652779.865825, 11406090535, 12404853808, 2989739466, 26800683809, 0.271471
MIMD, 1000000, 5000, 103648000000, 45.399134, 2283039143.433882, 11937608502, 12978599708, 3125986161, 28042194371, 0.270552
MIMD, 1000000, 5000, 101842000000, 44.719726, 2277339534.683196, 11740265183, 12770986529, 3082052639, 27593304351, 0.270942
